# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-07-29T16:00:00.0/2023-07-29T17:00:00.0;295.7525;174.2820;116.2751;58.0069;496.3965;174.2820;116.2751;58.0069;496.3965;1.0000
2023-07-29T17:00:00.0/2023-07-29T18:00:00.0;52.4832;20.7777;7.8507;12.9269;87.9206;20.7777;7.8507;12.9269;87.9206;0.8250
2023-07-29T18:00:00.0/2023-07-29T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T19:00:00.0/2023-07-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T20:00:00.0/2023-07-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T21:00:00.0/2023-07-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T22:00:00.0/2023-07-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T23:00:00.0/2023-07-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T00:00:00.0/2023-07-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T01:00:00.0/2023-07-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T02:00:00.0/2023-07-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T03:00:00.0/2023-07-30T04:00:00.0;12.6729;3.8403;0.7474;3.0929;16.0000;3.8403;0.7474;3.0929;16.0000;0.8500
2023-07-30T04:00:00.0/2023-07-30T05:00:00.0;211.0700;112.0676;67.6031;44.4645;380.3497;112.0676;67.6031;44.4645;380.3497;0.8500
2023-07-30T05:00:00.0/2023-07-30T06:00:00.0;470.6218;311.6835;237.7479;73.9356;659.4537;311.6835;237.7479;73.9356;659.4537;1.0000
2023-07-30T06:00:00.0/2023-07-30T07:00:00.0;715.3506;516.9666;427.8692;89.0974;787.7799;516.9666;427.8692;89.0974;787.7799;1.0000
2023-07-30T07:00:00.0/2023-07-30T08:00:00.0;928.5635;700.9416;603.2938;97.6478;857.4961;700.9416;603.2938;97.6478;857.4961;1.0000
2023-07-30T08:00:00.0/2023-07-30T09:00:00.0;1095.7120;847.0148;744.8154;102.1994;897.7892;847.0148;744.8154;102.1994;897.7892;1.0000
2023-07-30T09:00:00.0/2023-07-30T10:00:00.0;1205.3853;942.9229;837.7972;105.1256;918.2619;942.9229;837.7972;105.1256;918.2619;1.0000
2023-07-30T10:00:00.0/2023-07-30T11:00:00.0;1250.0887;981.1924;874.1255;107.0668;923.8922;981.1924;874.1255;107.0668;923.8922;1.0000
2023-07-30T11:00:00.0/2023-07-30T12:00:00.0;1226.7566;959.3319;852.4338;106.8981;918.0643;959.3319;852.4338;106.8981;918.0643;1.0000
2023-07-30T12:00:00.0/2023-07-30T13:00:00.0;1136.9614;880.4801;776.8533;103.6268;902.6188;880.4801;776.8533;103.6268;902.6188;1.0000
2023-07-30T13:00:00.0/2023-07-30T14:00:00.0;986.8076;750.6115;653.5938;97.0178;874.5690;750.6115;653.5938;97.0178;874.5690;1.0000
2023-07-30T14:00:00.0/2023-07-30T15:00:00.0;786.5152;578.6601;491.2360;87.4241;823.6802;578.6601;491.2360;87.4241;823.6802;1.0000
2023-07-30T15:00:00.0/2023-07-30T16:00:00.0;549.7232;379.2278;305.2850;73.9428;728.8487;379.2278;305.2850;73.9428;728.8487;1.0000
2023-07-30T16:00:00.0/2023-07-30T17:00:00.0;292.5594;173.7826;121.9462;51.8363;528.6812;173.7826;121.9462;51.8363;528.6812;1.0000
2023-07-30T17:00:00.0/2023-07-30T18:00:00.0;50.2372;20.4126;8.9849;11.4277;105.6289;20.4126;8.9849;11.4277;105.6289;0.8333
2023-07-30T18:00:00.0/2023-07-30T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T19:00:00.0/2023-07-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T20:00:00.0/2023-07-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T21:00:00.0/2023-07-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T22:00:00.0/2023-07-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-30T23:00:00.0/2023-07-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T00:00:00.0/2023-07-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T01:00:00.0/2023-07-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T02:00:00.0/2023-07-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T03:00:00.0/2023-07-31T04:00:00.0;11.6872;3.7254;1.0014;2.7240;22.4035;3.7254;1.0014;2.7240;22.4035;0.8500
2023-07-31T04:00:00.0/2023-07-31T05:00:00.0;208.0674;114.8280;75.3976;39.4305;435.3910;114.8280;75.3976;39.4305;435.3910;0.8500
2023-07-31T05:00:00.0/2023-07-31T06:00:00.0;468.0446;317.3392;252.3076;65.0316;704.8247;317.3392;252.3076;65.0316;704.8247;1.0000
2023-07-31T06:00:00.0/2023-07-31T07:00:00.0;713.1615;524.1426;444.9886;79.1540;822.4124;524.1426;444.9886;79.1540;822.4124;1.0000
2023-07-31T07:00:00.0/2023-07-31T08:00:00.0;926.6981;708.5889;619.7803;88.8086;883.0700;708.5889;619.7803;88.8086;883.0700;1.0000
2023-07-31T08:00:00.0/2023-07-31T09:00:00.0;1094.0835;854.8619;759.4798;95.3821;917.1172;854.8619;759.4798;95.3821;917.1172;1.0000
2023-07-31T09:00:00.0/2023-07-31T10:00:00.0;1203.8901;949.8940;847.0524;102.8416;929.8436;949.8940;847.0524;102.8416;929.8436;1.0000
2023-07-31T10:00:00.0/2023-07-31T11:00:00.0;1248.6140;986.1772;874.5798;111.5974;925.6993;986.1772;874.5798;111.5974;925.6993;1.0000
2023-07-31T11:00:00.0/2023-07-31T12:00:00.0;1225.1875;961.8597;843.7892;118.0705;910.1034;961.8597;843.7892;118.0705;910.1034;1.0000
2023-07-31T12:00:00.0/2023-07-31T13:00:00.0;1135.1895;880.2660;762.5438;117.7222;887.5519;880.2660;762.5438;117.7222;887.5519;1.0000
2023-07-31T13:00:00.0/2023-07-31T14:00:00.0;984.7379;747.6851;637.0612;110.6239;854.3453;747.6851;637.0612;110.6239;854.3453;1.0000
2023-07-31T14:00:00.0/2023-07-31T15:00:00.0;784.0728;573.1680;473.4680;99.7000;796.2985;573.1680;473.4680;99.7000;796.2985;1.0000
2023-07-31T15:00:00.0/2023-07-31T16:00:00.0;546.8586;371.9045;288.9093;82.9952;692.9522;371.9045;288.9093;82.9952;692.9522;1.0000
2023-07-31T16:00:00.0/2023-07-31T17:00:00.0;289.2520;166.8492;111.2616;55.5875;485.7834;166.8492;111.2616;55.5875;485.7834;1.0000
2023-07-31T17:00:00.0/2023-07-31T18:00:00.0;47.9721;18.5757;7.4968;11.0788;90.0230;18.5757;7.4968;11.0788;90.0230;0.8417
2023-07-31T18:00:00.0/2023-07-31T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T19:00:00.0/2023-07-31T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T20:00:00.0/2023-07-31T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T21:00:00.0/2023-07-31T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T22:00:00.0/2023-07-31T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-31T23:00:00.0/2023-08-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T00:00:00.0/2023-08-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T01:00:00.0/2023-08-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T02:00:00.0/2023-08-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T03:00:00.0/2023-08-01T04:00:00.0;10.7039;3.2299;0.7565;2.4734;17.4274;3.2299;0.7565;2.4734;17.4274;0.8583
2023-08-01T04:00:00.0/2023-08-01T05:00:00.0;205.0399;108.9423;67.7277;41.2146;393.4329;108.9423;67.7277;41.2146;393.4329;0.8500
2023-08-01T05:00:00.0/2023-08-01T06:00:00.0;465.4467;307.9336;236.2852;71.6484;663.2524;307.9336;236.2852;71.6484;663.2524;1.0000
2023-08-01T06:00:00.0/2023-08-01T07:00:00.0;710.9524;513.5494;424.7293;88.8201;787.2705;513.5494;424.7293;88.8201;787.2705;1.0000
2023-08-01T07:00:00.0/2023-08-01T08:00:00.0;924.8101;698.3691;598.9125;99.4566;855.1663;698.3691;598.9125;99.4566;855.1663;1.0000
2023-08-01T08:00:00.0/2023-08-01T09:00:00.0;1092.4265;845.4927;739.3096;106.1832;894.2886;845.4927;739.3096;106.1832;894.2886;1.0000
2023-08-01T09:00:00.0/2023-08-01T10:00:00.0;1202.3579;941.7423;831.1495;110.5928;913.7328;941.7423;831.1495;110.5928;913.7328;1.0000
2023-08-01T10:00:00.0/2023-08-01T11:00:00.0;1247.0914;979.3580;866.1676;113.1904;918.1434;979.3580;866.1676;113.1904;918.1434;1.0000
2023-08-01T11:00:00.0/2023-08-01T12:00:00.0;1223.5583;956.4975;843.0122;113.4853;910.7407;956.4975;843.0122;113.4853;910.7407;1.0000
2023-08-01T12:00:00.0/2023-08-01T13:00:00.0;1133.3445;876.0563;765.8219;110.2344;893.0638;876.0563;765.8219;110.2344;893.0638;1.0000
2023-08-01T13:00:00.0/2023-08-01T14:00:00.0;982.5823;744.2775;641.1373;103.1403;861.9597;744.2775;641.1373;103.1403;861.9597;1.0000
2023-08-01T14:00:00.0/2023-08-01T15:00:00.0;781.5331;570.7386;478.0807;92.6579;806.9792;570.7386;478.0807;92.6579;806.9792;1.0000
2023-08-01T15:00:00.0/2023-08-01T16:00:00.0;543.8873;371.0636;294.5010;76.5626;710.9277;371.0636;294.5010;76.5626;710.9277;1.0000
2023-08-01T16:00:00.0/2023-08-01T17:00:00.0;285.8309;167.1608;116.1788;50.9820;515.1611;167.1608;116.1788;50.9820;515.1611;1.0000
2023-08-01T17:00:00.0/2023-08-01T18:00:00.0;45.6939;18.1916;8.1094;10.0822;101.2532;18.1916;8.1094;10.0822;101.2532;0.8500
2023-08-01T18:00:00.0/2023-08-01T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T19:00:00.0/2023-08-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T20:00:00.0/2023-08-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T21:00:00.0/2023-08-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T22:00:00.0/2023-08-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-01T23:00:00.0/2023-08-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T00:00:00.0/2023-08-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T01:00:00.0/2023-08-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T02:00:00.0/2023-08-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T03:00:00.0/2023-08-02T04:00:00.0;9.7548;2.9619;0.7591;2.2028;17.9773;2.9619;0.7591;2.2028;17.9773;0.8667
2023-08-02T04:00:00.0/2023-08-02T05:00:00.0;201.9880;107.6946;68.6142;39.0804;405.7621;107.6946;68.6142;39.0804;405.7621;0.8500
2023-08-02T05:00:00.0/2023-08-02T06:00:00.0;462.8281;305.5733;236.1148;69.4586;667.0756;305.5733;236.1148;69.4586;667.0756;1.0000
2023-08-02T06:00:00.0/2023-08-02T07:00:00.0;708.7230;510.2336;422.7638;87.4698;786.3240;510.2336;422.7638;87.4698;786.3240;1.0000
2023-08-02T07:00:00.0/2023-08-02T08:00:00.0;922.8989;694.6581;596.0335;98.6246;853.0536;694.6581;596.0335;98.6246;853.0536;1.0000
2023-08-02T08:00:00.0/2023-08-02T09:00:00.0;1090.7402;841.4637;735.5375;105.9262;891.3423;841.4637;735.5375;105.9262;891.3423;1.0000
2023-08-02T09:00:00.0/2023-08-02T10:00:00.0;1200.7876;938.4697;829.1400;109.3297;912.9294;938.4697;829.1400;109.3297;912.9294;1.0000
2023-08-02T10:00:00.0/2023-08-02T11:00:00.0;1245.5198;977.9306;868.6670;109.2636;922.1948;977.9306;868.6670;109.2636;922.1948;1.0000
2023-08-02T11:00:00.0/2023-08-02T12:00:00.0;1221.8679;956.8795;849.9200;106.9595;919.7377;956.8795;849.9200;106.9595;919.7377;1.0000
2023-08-02T12:00:00.0/2023-08-02T13:00:00.0;1131.4255;877.3342;773.4545;103.8796;903.7179;877.3342;773.4545;103.8796;903.7179;1.0000
2023-08-02T13:00:00.0/2023-08-02T14:00:00.0;980.3405;745.3890;645.8641;99.5249;870.4988;745.3890;645.8641;99.5249;870.4988;1.0000
2023-08-02T14:00:00.0/2023-08-02T15:00:00.0;778.8960;571.2333;479.7217;91.5115;812.6243;571.2333;479.7217;91.5115;812.6243;1.0000
2023-08-02T15:00:00.0/2023-08-02T16:00:00.0;540.8094;370.2315;293.0125;77.2190;711.2278;370.2315;293.0125;77.2190;711.2278;1.0000
2023-08-02T16:00:00.0/2023-08-02T17:00:00.0;282.2966;164.8514;112.7985;52.0528;504.7506;164.8514;112.7985;52.0528;504.7506;1.0000
2023-08-02T17:00:00.0/2023-08-02T18:00:00.0;43.4086;17.0568;7.1554;9.9014;90.7734;17.0568;7.1554;9.9014;90.7734;0.8583
2023-08-02T18:00:00.0/2023-08-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T19:00:00.0/2023-08-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T20:00:00.0/2023-08-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T21:00:00.0/2023-08-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T22:00:00.0/2023-08-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-02T23:00:00.0/2023-08-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T00:00:00.0/2023-08-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T01:00:00.0/2023-08-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T02:00:00.0/2023-08-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T03:00:00.0/2023-08-03T04:00:00.0;8.8410;2.7153;0.6889;2.0264;17.4926;2.7153;0.6889;2.0264;17.4926;0.8750
2023-08-03T04:00:00.0/2023-08-03T05:00:00.0;198.9123;107.8799;69.7516;38.1282;417.7510;107.8799;69.7516;38.1282;417.7510;0.8500
2023-08-03T05:00:00.0/2023-08-03T06:00:00.0;460.1891;308.7169;242.2717;66.4452;688.5310;308.7169;242.2717;66.4452;688.5310;1.0000
2023-08-03T06:00:00.0/2023-08-03T07:00:00.0;706.4733;515.9892;434.2895;81.6997;810.5898;515.9892;434.2895;81.6997;810.5898;1.0000
2023-08-03T07:00:00.0/2023-08-03T08:00:00.0;920.9641;702.2605;612.1307;90.1298;878.1784;702.2605;612.1307;90.1298;878.1784;1.0000
2023-08-03T08:00:00.0/2023-08-03T09:00:00.0;1089.0240;850.5104;755.7372;94.7732;917.5088;850.5104;755.7372;94.7732;917.5088;1.0000
2023-08-03T09:00:00.0/2023-08-03T10:00:00.0;1199.1785;948.5872;853.8593;94.7279;941.6462;948.5872;853.8593;94.7279;941.6462;1.0000
2023-08-03T10:00:00.0/2023-08-03T11:00:00.0;1243.8983;988.7433;898.3317;90.4117;955.1880;988.7433;898.3317;90.4117;955.1880;1.0000
2023-08-03T11:00:00.0/2023-08-03T12:00:00.0;1220.1154;968.0862;884.0719;84.0143;958.3578;968.0862;884.0719;84.0143;958.3578;1.0000
2023-08-03T12:00:00.0/2023-08-03T13:00:00.0;1129.4319;887.8765;807.6671;80.2094;945.6266;887.8765;807.6671;80.2094;945.6266;1.0000
2023-08-03T13:00:00.0/2023-08-03T14:00:00.0;978.0119;754.3104;675.7170;78.5934;913.2071;754.3104;675.7170;78.5934;913.2071;1.0000
2023-08-03T14:00:00.0/2023-08-03T15:00:00.0;776.1613;578.6465;504.4908;74.1557;858.0092;578.6465;504.4908;74.1557;858.0092;1.0000
2023-08-03T15:00:00.0/2023-08-03T16:00:00.0;537.6251;376.1028;311.6435;64.4593;761.7143;376.1028;311.6435;64.4593;761.7143;1.0000
2023-08-03T16:00:00.0/2023-08-03T17:00:00.0;278.6499;168.3764;123.1598;45.2166;560.6948;168.3764;123.1598;45.2166;560.6948;1.0000
2023-08-03T17:00:00.0/2023-08-03T18:00:00.0;41.1222;16.9875;8.0852;8.9023;106.1100;16.9875;8.0852;8.9023;106.1100;0.8667
2023-08-03T18:00:00.0/2023-08-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T19:00:00.0/2023-08-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T20:00:00.0/2023-08-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T21:00:00.0/2023-08-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T22:00:00.0/2023-08-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-03T23:00:00.0/2023-08-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T00:00:00.0/2023-08-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T01:00:00.0/2023-08-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T02:00:00.0/2023-08-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T03:00:00.0/2023-08-04T04:00:00.0;7.9637;2.5277;0.7488;1.7789;19.5705;2.5277;0.7488;1.7789;19.5705;0.8833
2023-08-04T04:00:00.0/2023-08-04T05:00:00.0;195.8135;109.2374;75.0599;34.1774;459.1958;109.2374;75.0599;34.1774;459.1958;0.8500
2023-08-04T05:00:00.0/2023-08-04T06:00:00.0;457.5297;311.9103;253.8896;58.0207;726.6463;311.9103;253.8896;58.0207;726.6463;1.0000
2023-08-04T06:00:00.0/2023-08-04T07:00:00.0;704.2028;519.8799;449.2077;70.6723;841.6436;519.8799;449.2077;70.6723;841.6436;1.0000
2023-08-04T07:00:00.0/2023-08-04T08:00:00.0;919.0049;706.4992;628.3630;78.1362;903.7382;706.4992;628.3630;78.1362;903.7382;1.0000
2023-08-04T08:00:00.0/2023-08-04T09:00:00.0;1087.2770;855.1200;772.4919;82.6282;939.6566;855.1200;772.4919;82.6282;939.6566;1.0000
2023-08-04T09:00:00.0/2023-08-04T10:00:00.0;1197.5292;952.6245;866.0789;86.5455;956.7693;952.6245;866.0789;86.5455;956.7693;1.0000
2023-08-04T10:00:00.0/2023-08-04T11:00:00.0;1242.2260;991.2407;900.9619;90.2788;959.5518;991.2407;900.9619;90.2788;959.5518;1.0000
2023-08-04T11:00:00.0/2023-08-04T12:00:00.0;1218.2998;968.8091;876.6521;92.1571;951.9543;968.8091;876.6521;92.1571;951.9543;1.0000
2023-08-04T12:00:00.0/2023-08-04T13:00:00.0;1127.3628;887.2465;795.7025;91.5440;933.5877;887.2465;795.7025;91.5440;933.5877;1.0000
2023-08-04T13:00:00.0/2023-08-04T14:00:00.0;975.5961;752.8227;664.7648;88.0579;900.8630;752.8227;664.7648;88.0579;900.8630;1.0000
2023-08-04T14:00:00.0/2023-08-04T15:00:00.0;773.3290;576.0789;494.6812;81.3977;844.5715;576.0789;494.6812;81.3977;844.5715;1.0000
2023-08-04T15:00:00.0/2023-08-04T16:00:00.0;534.3348;372.2656;302.7623;69.5033;744.3640;372.2656;302.7623;69.5033;744.3640;1.0000
2023-08-04T16:00:00.0/2023-08-04T17:00:00.0;274.8915;163.9585;116.4208;47.5377;535.3877;163.9585;116.4208;47.5377;535.3877;1.0000
2023-08-04T17:00:00.0/2023-08-04T18:00:00.0;38.8408;15.6387;7.0070;8.6317;94.3029;15.6387;7.0070;8.6317;94.3029;0.8833
2023-08-04T18:00:00.0/2023-08-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T19:00:00.0/2023-08-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T20:00:00.0/2023-08-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T21:00:00.0/2023-08-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T22:00:00.0/2023-08-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-04T23:00:00.0/2023-08-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-05T00:00:00.0/2023-08-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-05T01:00:00.0/2023-08-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-05T02:00:00.0/2023-08-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-08-05T03:00:00.0/2023-08-05T04:00:00.0;7.1686;2.1011;0.4050;1.6961;10.7713;2.1011;0.4050;1.6961;10.7713;0.8833
2023-08-05T04:00:00.0/2023-08-05T05:00:00.0;192.6919;102.4880;62.5311;39.9568;380.5069;102.4880;62.5311;39.9568;380.5069;0.8500
2023-08-05T05:00:00.0/2023-08-05T06:00:00.0;454.8501;302.3049;230.3400;71.9649;661.9146;302.3049;230.3400;71.9649;661.9146;1.0000
2023-08-05T06:00:00.0/2023-08-05T07:00:00.0;701.9113;506.0729;411.7088;94.3642;774.4187;506.0729;411.7088;94.3642;774.4187;1.0000
